CBSA,ZIP,Locale,State,CBSA Title
33340,53089,Sussex,WI,"Milwaukee-Waukesha, WI"
41180,62223,Belleville,IL,"St. Louis, MO-IL"
24860,29677,Sandy Springs,SC,"Greenville-Anderson, SC"
38340,01257,Sheffield,MA,"Pittsfield, MA"
16620,25015,Belle,WV,"Charleston, WV"
NULL,45342,Miamisburg,OH,NULL
31080,90016,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
14460,02119,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
48820,56201,Willmar,MN,"Willmar, MN"
12580,20755,Ft Meade,MD,"Baltimore-Columbia-Towson, MD"
31080,91601,N Hollywood,CA,"Los Angeles-Long Beach-Anaheim, CA"
42540,18706,Hanover Township,PA,"Scranton--Wilkes-Barre, PA"
35840,34207,Bradenton,FL,"North Port-Sarasota-Bradenton, FL"
37980,19425,Chester Sprgs,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
40140,91701,Rancho Cucamonga,CA,"Riverside-San Bernardino-Ontario, CA"
19780,50023,Ankeny,IA,"Des Moines-West Des Moines, IA"
27060,13073,Groton,NY,"Ithaca, NY"
NULL,23919,Bracey,VA,NULL
35620,08721,Bayville,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
48020,53036,Ixonia,WI,"Watertown-Fort Atkinson, WI"
37100,93036,Oxnard,CA,"Oxnard-Thousand Oaks-Ventura, CA"
29200,47904,Lafayette,IN,"Lafayette-West Lafayette, IN"
42340,31321,Pembroke,GA,"Savannah, GA"
NULL,96377,FPO,AP,NULL
12060,30097,Johns Creek,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
38060,85042,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ"
25420,17018,Dauphin,PA,"Harrisburg-Carlisle, PA"
41700,78254,San Antonio,TX,"San Antonio-New Braunfels, TX"
19340,61244,East Moline,IL,"Davenport-Moline-Rock Island, IA-IL"
25540,06070,Simbury,CT,"Hartford-East Hartford-Middletown, CT"
14700,65686,Kimberling City,MO,"Branson, MO"
17140,41011,Fort Wright,KY,"Cincinnati, OH-KY-IN"
20700,18323,Buck Hill Falls,PA,"East Stroudsburg, PA"
35620,10598,Yorktown Hts,NY,"New York-Newark-Jersey City, NY-NJ-PA"
16980,60466,Park Forest,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
38940,34983,Port Saint Lucie,FL,"Port St. Lucie, FL"
19780,50263,Waukee,IA,"Des Moines-West Des Moines, IA"
12580,21075,Hanover,MD,"Baltimore-Columbia-Towson, MD"
NULL,70546,Jennings,LA,NULL
45300,34639,Land O Lakes,FL,"Tampa-St. Petersburg-Clearwater, FL"
45780,43623,Toledo,OH,"Toledo, OH"
41540,19944,Fenwick Isle,DE,"Salisbury, MD-DE"
38940,34950,Fort Pierce,FL,"Port St. Lucie, FL"
35620,07632,Englewd Clfs,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
31540,53575,Oregon,WI,"Madison, WI"
17140,47040,Rising Sun,IN,"Cincinnati, OH-KY-IN"
28940,37807,Maynardville,TN,"Knoxville, TN"
14460,03861,Lee,NH,"Boston-Cambridge-Newton, MA-NH"
36420,73162,Oklahoma City,OK,"Oklahoma City, OK"
35980,06359,North Stonington,CT,"Norwich-New London, CT"
47260,23466,Virginia Beach,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
35620,10918,Chester,NY,"New York-Newark-Jersey City, NY-NJ-PA"
19140,30722,Dalton,GA,"Dalton, GA"
41620,84112,Salt Lake City,UT,"Salt Lake City, UT"
36020,98236,Clinton,WA,"Oak Harbor, WA"
43760,95379,Tuolumne,CA,"Sonora, CA"
42660,98051,Ravensdale,WA,"Seattle-Tacoma-Bellevue, WA"
21340,79932,El Paso,TX,"El Paso, TX"
22140,87418,La Plata,NM,"Farmington, NM"
NULL,26818,Fisher,WV,NULL
35620,08555,Roosevelt,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
11700,28732,Fletcher,NC,"Asheville, NC"
29620,48820,Dewitt,MI,"Lansing-East Lansing, MI"
22060,55019,Dundas,MN,"Faribault-Northfield, MN"
10420,44333,Fairlawn,OH,"Akron, OH"
39340,84655,Santaquin,UT,"Provo-Orem, UT"
16980,60655,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
NULL,83112,Bedford,WY,NULL
13820,35243,Vestavia Hills,AL,"Birmingham-Hoover, AL"
26620,35613,Athens,AL,"Huntsville, AL"
33460,54017,New Richmond,WI,"Minneapolis-St. Paul-Bloomington, MN-WI"
NULL,09012,APO,AE,NULL
41980,00971,Guaynabo,PR,"San Juan-Bayam�n-Caguas, PR"
30300,83501,Lewiston,ID,"Lewiston, ID-WA"
30280,37034,Chapel Hill,TN,"Lewisburg, TN"
38860,04109,Diamond Cove,ME,"Portland-South Portland, ME"
35620,08831,Monroe,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
27500,53576,Orfordville,WI,"Janesville-Beloit, WI"
30700,68521,Lincoln,NE,"Lincoln, NE"
16980,60047,Kildeer,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
43740,15928,Davidsville,PA,"Somerset, PA"
21140,46540,Middlebury,IN,"Elkhart-Goshen, IN"
42340,31415,Savannah,GA,"Savannah, GA"
NULL,45429,Kettering,OH,NULL
24300,81527,Whitewater,CO,"Grand Junction, CO"
44300,16802,State College,PA,"State College, PA"
25540,06248,Hebron,CT,"Hartford-East Hartford-Middletown, CT"
17460,44017,Berea,OH,"Cleveland-Elyria, OH"
47900,22663,White Post,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
38060,85130,Casa Grande,AZ,"Phoenix-Mesa-Chandler, AZ"
39300,02838,Lincoln,RI,"Providence-Warwick, RI-MA"
26420,77423,Brookshire,TX,"Houston-The Woodlands-Sugar Land, TX"
28740,12589,Wallkill,NY,"Kingston, NY"
NULL,27501,Angier,NC,NULL
36540,68123,Bellevue,NE,"Omaha-Council Bluffs, NE-IA"
31080,90213,Beverly Hills,CA,"Los Angeles-Long Beach-Anaheim, CA"
38340,01245,Monterey,MA,"Pittsfield, MA"
47900,22724,Jeffersonton,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,07095,Woodbridge Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,50658,Nashua,IA,NULL
NULL,75979,Woodville,TX,NULL
12580,21161,Whitehall,MD,"Baltimore-Columbia-Towson, MD"
35620,11747,Melville Long Island,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,81435,Mountain Village,CO,NULL
NULL,30537,Dillard,GA,NULL
17140,41051,Independence,KY,"Cincinnati, OH-KY-IN"
17460,44095,Eastlake,OH,"Cleveland-Elyria, OH"
NULL,29574,Mullins,SC,NULL
19100,75106,Cedar Hill,TX,"Dallas-Fort Worth-Arlington, TX"
26420,77506,Pasadena,TX,"Houston-The Woodlands-Sugar Land, TX"
35380,70447,Madisonville,LA,"New Orleans-Metairie, LA"
30340,04280,"Sabattus ",ME,"Lewiston-Auburn, ME"
35620,11901,Flanders,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12580,21146,Severna park,MD,"Baltimore-Columbia-Towson, MD"
19100,75115,DeSoto,TX,"Dallas-Fort Worth-Arlington, TX"
21340,79928,El Paso,TX,"El Paso, TX"
42660,98070,Vashon Island,WA,"Seattle-Tacoma-Bellevue, WA"
NULL,98644,Seaview,WA,NULL
NULL,14802,Alfred,NY,NULL
34820,29576,Garden City Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
NULL,27885,Swanquarter,NC,NULL
49660,44437,Mc Donald,OH,"Youngstown-Warren-Boardman, OH-PA"
17820,80949,Colorado Springs,CO,"Colorado Springs, CO"
17460,44146,Walton Hills,OH,"Cleveland-Elyria, OH"
NULL,09834,Fpo,AE,NULL
41940,95055,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA"
NULL,39577,Wiggins,MS,NULL
19340,61201,Rock Island,IL,"Davenport-Moline-Rock Island, IA-IL"
NULL,51445,Ida Grove,IA,NULL
24580,54308,Green Bay,WI,"Green Bay, WI"
19820,48079,St Clair,MI,"Detroit-Warren-Dearborn, MI"
36740,32830,Lake Buena Vista,FL,"Orlando-Kissimmee-Sanford, FL"
45300,33773,Largo,FL,"Tampa-St. Petersburg-Clearwater, FL"
19340,52808,Davenport,IA,"Davenport-Moline-Rock Island, IA-IL"
18140,43317,Chesterville,OH,"Columbus, OH"
37100,93011,Camarillo,CA,"Oxnard-Thousand Oaks-Ventura, CA"
42660,98174,Seattle,WA,"Seattle-Tacoma-Bellevue, WA"
28020,49097,Vicksburg,MI,"Kalamazoo-Portage, MI"
39300,02763,Attleboro Falls,MA,"Providence-Warwick, RI-MA"
35620,11423,Jamaica,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,65065,Osage Beach,MO,NULL
26900,46040,Fortville,IN,"Indianapolis-Carmel-Anderson, IN"
NULL,45458,Washington Township,OH,NULL
19820,48195,Southgate,MI,"Detroit-Warren-Dearborn, MI"
35620,11427,Queens,NY,"New York-Newark-Jersey City, NY-NJ-PA"
11900,45766,New Marshfield,OH,"Athens, OH"
38460,12959,Mooers Forks,NY,"Plattsburgh, NY"
35980,06384,Voluntown,CT,"Norwich-New London, CT"
19260,24586,Ringgold,VA,"Danville, VA"
23820,89705,Carson City,NV,"Gardnerville Ranchos, NV"
49340,01507,Charlton,MA,"Worcester, MA-CT"
13980,24062,Blacksburg,VA,"Blacksburg-Christiansburg, VA"
25420,17125,Harrisburg,PA,"Harrisburg-Carlisle, PA"
19760,70634,DeRidder,LA,"DeRidder, LA"
47900,20678,Pr Frederick,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47660,65305,Whiteman Air Force B,MO,"Warrensburg, MO"
45300,34613,Weeki Wachee,FL,"Tampa-St. Petersburg-Clearwater, FL"
16500,98570,Onalaska,WA,"Centralia, WA"
41700,78121,La Vernia,TX,"San Antonio-New Braunfels, TX"
NULL,30564,Murrayville,GA,NULL
31980,46933,Gas City,IN,"Marion, IN"
36740,34787,Oakland,FL,"Orlando-Kissimmee-Sanford, FL"
12180,13071,Genoa,NY,"Auburn, NY"
NULL,54830,Danbury,WI,NULL
31540,53532,DeForest,WI,"Madison, WI"
36900,52537,Bloomfield,IA,"Ottumwa, IA"
43180,37020,Bell Buckle,TN,"Shelbyville, TN"
42660,98033,Redmond,WA,"Seattle-Tacoma-Bellevue, WA"
19100,76114,Westworth Village,TX,"Dallas-Fort Worth-Arlington, TX"
14460,02206,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
22220,64854,Noel,MO,"Fayetteville-Springdale-Rogers, AR"
31140,40270,Louisville,KY,"Louisville/Jefferson County, KY-IN"
35620,07059,WARREN,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
26090,49328,Hopkins,MI,"Holland, MI"
47900,20854,POTOMAC,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,10038,New York City,NY,"New York-Newark-Jersey City, NY-NJ-PA"
43340,71037,Haughton,LA,"Shreveport-Bossier City, LA"
41860,94025,menlo park,CA,"San Francisco-Oakland-Berkeley, CA"
41700,78234,Jbsa Ft Sam Houston,TX,"San Antonio-New Braunfels, TX"
41860,94612,OAKLAND,CA,"San Francisco-Oakland-Berkeley, CA"
35620,10242,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
44180,65619,Battlefield,MO,"Springfield, MO"
16700,29457,Johns Island,SC,"Charleston-North Charleston, SC"
35620,11514,Carle Place,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12580,21286,Towosn,MD,"Baltimore-Columbia-Towson, MD"
29820,89074,"Henderson ",NV,"Las Vegas-Henderson-Paradise, NV"
47900,20006,Washington Dc,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,66441,Junction City,KS,NULL
47900,20705,"Beltsville ",MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
27260,32260,Jacksonville,FL,"Jacksonville, FL"
46520,96844,Honolulu,HI,"Urban Honolulu, HI"
NULL,67647,Long Island,KS,NULL
26420,77061,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
26580,25523,Hamlin,WV,"Huntington-Ashland, WV-KY-OH"
17780,77881,Wellborn,TX,"College Station-Bryan, TX"
17140,41017,Fort Mitchell,KY,"Cincinnati, OH-KY-IN"
10420,44211,Brady Lake,OH,"Akron, OH"
41700,78236,Lackland AFB,TX,"San Antonio-New Braunfels, TX"
45460,47805,Terre Haute,IN,"Terre Haute, IN"
NULL,45142,Lynchburg,OH,NULL
46660,31778,Pavo,GA,"Valdosta, GA"
NULL,99758,Minto,AK,NULL
29460,33884,Cypress Gardens,FL,"Lakeland-Winter Haven, FL"
35380,70049,Edgard,LA,"New Orleans-Metairie, LA"
31080,90406,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA"
40220,24008,Roanoke,VA,"Roanoke, VA"
32820,38054,Millington,TN,"Memphis, TN-MS-AR"
NULL,04478,Rockwood,ME,NULL
NULL,12413,Cairo,NY,NULL
NULL,39452,Lucedale,MS,NULL
37100,93015,Fillmore,CA,"Oxnard-Thousand Oaks-Ventura, CA"
31660,12937,Fort Covington,NY,"Malone, NY"
27140,39058,Clinton,MS,"Jackson, MS"
42100,95061,Santa Cruz,CA,"Santa Cruz-Watsonville, CA"
12060,30118,Carrollton,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
26420,77372,Splendora,TX,"Houston-The Woodlands-Sugar Land, TX"
39060,17985,Zion Grove,PA,"Pottsville, PA"
28020,49088,Scotts,MI,"Kalamazoo-Portage, MI"
14010,61732,Danvers,IL,"Bloomington, IL"
46340,75711,Tyler,TX,"Tyler, TX"
NULL,21635,Golts,MD,NULL
42660,98304,Ashford,WA,"Seattle-Tacoma-Bellevue, WA"
47900,20581,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,80295,Denver,CO,NULL
49340,01504,Blackstone,MA,"Worcester, MA-CT"
35620,07420,Haskell,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
49420,98944,Sunnyside,WA,"Yakima, WA"
17460,44142,Brookpark,OH,"Cleveland-Elyria, OH"
36140,08204,Cold Spring,NJ,"Ocean City, NJ"
17900,29130,Ridgeway,SC,"Columbia, SC"
41180,63068,New Haven,MO,"St. Louis, MO-IL"
40220,24092,Glade Hill,VA,"Roanoke, VA"
25740,59759,Whitehall,MT,"Helena, MT"
47020,77905,Victoria,TX,"Victoria, TX"
41740,92113,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA"
NULL,60290,Chicago,IL,NULL
11220,12086,Hagaman,NY,"Amsterdam, NY"
24580,54149,Mountain,WI,"Green Bay, WI"
35620,10506,Bedford Village,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,24311,Atkins,VA,NULL
45860,06777,New Preston Marble D,CT,"Torrington, CT"
NULL,09805,FPO,AE,NULL
14460,01862,N Billerica,MA,"Boston-Cambridge-Newton, MA-NH"
NULL,23959,Phenix,VA,NULL
14740,98359,Olalla,WA,"Bremerton-Silverdale-Port Orchard, WA"
28140,66086,Tonganoxie,KS,"Kansas City, MO-KS"
44180,65669,Highlandville,MO,"Springfield, MO"
45300,33706,St Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
41500,93907,Prunedale,CA,"Salinas, CA"
NULL,38652,New Albany,MS,NULL
35620,08870,Readington,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
33700,95352,Modesto,CA,"Modesto, CA"
42660,98082,Mill Creek,WA,"Seattle-Tacoma-Bellevue, WA"
10460,88349,Sunspot,NM,"Alamogordo, NM"
22260,56576,Richville,MN,"Fergus Falls, MN"
37980,18971,Tylersport,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
NULL,04216,Andover,ME,NULL
34180,98823,Ephrata,WA,"Moses Lake, WA"
47900,22214,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41100,84784,Hildale,UT,"St. George, UT"
29740,88052,Organ,NM,"Las Cruces, NM"
44980,17868,Riverside,PA,"Sunbury, PA"
NULL,98640,Ocean Park,WA,NULL
41220,31547,Kings Bay,GA,"St. Marys, GA"
NULL,40146,Irvington,KY,NULL
11940,37371,Athens,TN,"Athens, TN"
43380,45340,Maplewood,OH,"Sidney, OH"
18620,75102,Barry,TX,"Corsicana, TX"
33100,33054,Opa-locka,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
47900,22182,Tysons,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,10112,Manhattan,NY,"New York-Newark-Jersey City, NY-NJ-PA"
31540,53559,Marshall,WI,"Madison, WI"
38300,15668,"Murrysville ",PA,"Pittsburgh, PA"
45940,08550,West Windsor Townshi,NJ,"Trenton-Princeton, NJ"
19780,50216,Panora,IA,"Des Moines-West Des Moines, IA"
23620,76252,Muenster,TX,"Gainesville, TX"
33460,55313,Buffalo,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
44580,61270,Morrison,IL,"Sterling, IL"
41860,94123,"San Francisco ",CA,"San Francisco-Oakland-Berkeley, CA"
47900,20772,Upper Marboro,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,08533,Plumsted Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
33100,33130,MIAMI,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
NULL,56156,Luverne,MN,NULL
36460,14168,Versailles,NY,"Olean, NY"
19740,80111,Greenwood,CO,"Denver-Aurora-Lakewood, CO"
35620,11040,N New Hyde Pk,NY,"New York-Newark-Jersey City, NY-NJ-PA"
28580,33045,Key West,FL,"Key West, FL"
48660,76301,Wichita Falls,TX,"Wichita Falls, TX"
NULL,25676,Lenore,WV,NULL
43220,98528,Belfair,WA,"Shelton, WA"
18260,38564,Granville,TN,"Cookeville, TN"
36420,73142,Okc,OK,"Oklahoma City, OK"
16620,25328,Charleston,WV,"Charleston, WV"
NULL,71226,Chatham,LA,NULL
19740,80111,Greenwood Vlg,CO,"Denver-Aurora-Lakewood, CO"
45060,13314,Brookfield,NY,"Syracuse, NY"
47900,20065,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
32420,00660,Hormigueros,PR,"Mayag�ez, PR"
14460,02171,Squantum,MA,"Boston-Cambridge-Newton, MA-NH"
15980,33919,Ft Myers,FL,"Cape Coral-Fort Myers, FL"
39460,33983,Port Charlotte,FL,"Punta Gorda, FL"
39020,45648,Lucasville,OH,"Portsmouth, OH"
28140,66224,Overland,KS,"Kansas City, MO-KS"
39940,83445,Saint Anthony,ID,"Rexburg, ID"
13420,56619,Bemidji,MN,"Bemidji, MN"
36460,14731,Ellicottville,NY,"Olean, NY"
35620,11364,Hollis Hills,NY,"New York-Newark-Jersey City, NY-NJ-PA"
14260,83725,Boise,ID,"Boise City, ID"
41700,78066,Rio Medina,TX,"San Antonio-New Braunfels, TX"
NULL,57529,Dallas,SD,NULL
NULL,69135,Elsmere,NE,NULL
15220,76802,Early,TX,"Brownwood, TX"
46520,96863,M C B H Kaneohe Bay,HI,"Urban Honolulu, HI"
NULL,59453,Garneill,MT,NULL
NULL,45767,Fly,OH,NULL
17140,45154,Mount Orab,OH,"Cincinnati, OH-KY-IN"
35620,10952,Chestnut Ridge,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11958,Peconic,NY,"New York-Newark-Jersey City, NY-NJ-PA"
41180,63115,Saint Louis,MO,"St. Louis, MO-IL"
41700,78069,Somerset,TX,"San Antonio-New Braunfels, TX"
13820,35071,Gardendale,AL,"Birmingham-Hoover, AL"
NULL,15554,New Paris,PA,NULL
18140,43056,Heath,OH,"Columbus, OH"
NULL,05030,Ascutney,VT,NULL
13620,05846,Island Pond,VT,"Berlin, NH"
38260,66743,Girard,KS,"Pittsburg, KS"
31940,49812,Carney,MI,"Marinette, WI-MI"
31080,92857,Orange,CA,"Los Angeles-Long Beach-Anaheim, CA"
49020,26823,Capon Springs,WV,"Winchester, VA-WV"
37980,08053,Evesboro,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34060,26705,Aurora,WV,"Morgantown, WV"
19660,32121,Daytona Beach,FL,"Deltona-Daytona Beach-Ormond Beach, FL"
12060,31038,Hillsboro,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
14860,06926,Stamford,CT,"Bridgeport-Stamford-Norwalk, CT"
38660,00795,Juana Diaz,PR,"Ponce, PR"
31080,91607,Valley Vlg,CA,"Los Angeles-Long Beach-Anaheim, CA"
36260,84050,Mountain Green,UT,"Ogden-Clearfield, UT"
45300,33677,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL"
32820,38635,Holly Springs,MS,"Memphis, TN-MS-AR"
30340,04252,Lisbon Falls,ME,"Lewiston-Auburn, ME"
19740,80251,Denver,CO,"Denver-Aurora-Lakewood, CO"
35620,12574,Rhinecliff,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,10973,Slate Hill,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36100,32686,Reddick,FL,"Ocala, FL"
16620,25327,Charleston,WV,"Charleston, WV"
26140,34448,Homosassa Springs,FL,"Homosassa Springs, FL"
28140,64082,Lee's Summit,MO,"Kansas City, MO-KS"
47900,20120,Centrevillee,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
16980,60411,South Chicago Height,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
12580,21044,"Columbia ",MD,"Baltimore-Columbia-Towson, MD"
35380,70065,kenner,LA,"New Orleans-Metairie, LA"
12260,30830,Waynesboro,GA,"Augusta-Richmond County, GA-SC"
45300,33672,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL"
NULL,09808,Apo,AE,NULL
47900,21702,FREDERICK,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
29060,03269,"Sanbornton ",NH,"Laconia, NH"
NULL,28694,W Jefferson,NC,NULL
41860,94002,BELMONT,CA,"San Francisco-Oakland-Berkeley, CA"
47900,20876,GERMANTOWN,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19740,80241,Denver,CO,"Denver-Aurora-Lakewood, CO"
38940,34983,Fort Pierce,FL,"Port St. Lucie, FL"
14660,56472,Breezy Point,MN,"Brainerd, MN"
32000,28749,Little Switzerland,NC,"Marion, NC"
19060,21540,Luke,MD,"Cumberland, MD-WV"
39900,89452,Incline Village,NV,"Reno, NV"
47900,21788,Graceham,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,09186,Apo,AE,NULL
36340,16341,Pleasantville,PA,"Oil City, PA"
29180,70562,New Iberia,LA,"Lafayette, LA"
49420,98903,Yakima,WA,"Yakima, WA"
NULL,04746,Grand Isle,ME,NULL
46500,43044,Mechanicsburg,OH,"Urbana, OH"
36460,14753,Limestone,NY,"Olean, NY"
19100,75370,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
22420,48436,Gaines,MI,"Flint, MI"
29420,86405,Lake Havasu City,AZ,"Lake Havasu City-Kingman, AZ"
44060,99009,Elk,WA,"Spokane-Spokane Valley, WA"
29200,47921,Boswell,IN,"Lafayette-West Lafayette, IN"
17140,45011,Fairfield Township,OH,"Cincinnati, OH-KY-IN"
37980,19426,Graterford,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
29740,88047,Mesilla Park,NM,"Las Cruces, NM"
40140,92247,La Quinta,CA,"Riverside-San Bernardino-Ontario, CA"
17900,29002,Ballentine,SC,"Columbia, SC"
33340,53219,Greenfield,WI,"Milwaukee-Waukesha, WI"
28700,37873,Surgoinsville,TN,"Kingsport-Bristol, TN-VA"
25580,68955,Juniata,NE,"Hastings, NE"
14860,06880,WESTPORT,CT,"Bridgeport-Stamford-Norwalk, CT"
42200,93108,"Santa Barbara ",CA,"Santa Maria-Santa Barbara, CA"
30700,68336,Davey,NE,"Lincoln, NE"
28700,24340,Glade Spring,VA,"Kingsport-Bristol, TN-VA"
20020,36304,Dothan,AL,"Dothan, AL"
15980,33976,Lehigh Acres,FL,"Cape Coral-Fort Myers, FL"
22020,56514,Barnesville,MN,"Fargo, ND-MN"
47900,20785,Ardmore,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
14460,02217,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
NULL,59858,Philipsburg,MT,NULL
35620,11705,Bay Port,NY,"New York-Newark-Jersey City, NY-NJ-PA"
17980,31914,Columbus,GA,"Columbus, GA-AL"
34980,37065,Franklin,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
41180,63164,Nestle,MO,"St. Louis, MO-IL"
NULL,10099,New York,NY,NULL
NULL,12442,Hunter,NY,NULL
47900,22243,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41620,84158,SLC,UT,"Salt Lake City, UT"
36980,42376,Utica,KY,"Owensboro, KY"
33460,55376,Saint Michael,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
35620,11367,"Flushing ",NY,"New York-Newark-Jersey City, NY-NJ-PA"
26420,77006,houston,TX,"Houston-The Woodlands-Sugar Land, TX"
NULL,34032,Dpo,AA,NULL
35620,08742,"Point Pleasant Boro ",NJ,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,09827,DPO,AE,NULL
NULL,47872,Rockville,IN,NULL
NULL,55007,Brook Park,MN,NULL
NULL,54728,Chetek,WI,NULL
10580,12183,Troy,NY,"Albany-Schenectady-Troy, NY"
16980,60522,Hinsdale,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
14460,02163,Cambridge,MA,"Boston-Cambridge-Newton, MA-NH"
NULL,12851,Minerva,NY,NULL
NULL,30467,Sylvania,GA,NULL
38460,12910,Altona,NY,"Plattsburgh, NY"
27220,83455,Victor,ID,"Jackson, WY-ID"
17300,42236,Herndon,KY,"Clarksville, TN-KY"
35620,11436,South Ozone Park,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,49946,L' Anse,MI,NULL
NULL,36460,Monroeville,AL,NULL
NULL,09356,Apo,AE,NULL
24020,12874,Silver Bay,NY,"Glens Falls, NY"
47900,22158,Springfield,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
13820,35020,Bessemer,AL,"Birmingham-Hoover, AL"
NULL,45043,Middletown,OH,NULL
30820,17747,Loganton,PA,"Lock Haven, PA"
35620,11596,E Williston,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36420,73123,Oklahoma City,OK,"Oklahoma City, OK"
35380,70175,New Orleans,LA,"New Orleans-Metairie, LA"
NULL,75554,Avery,TX,NULL
41540,21861,"Sharptown ",MD,"Salisbury, MD-DE"
12580,21204,baltimore,MD,"Baltimore-Columbia-Towson, MD"
38060,85147,Sacaton,AZ,"Phoenix-Mesa-Chandler, AZ"
38060,85028,PHOENIX,AZ,"Phoenix-Mesa-Chandler, AZ"
26090,49419,Hamilton,MI,"Holland, MI"
44420,22952,Lyndhurst,VA,"Staunton, VA"
NULL,86538,Many Farms,AZ,NULL
11100,79068,Panhandle,TX,"Amarillo, TX"
16980,60660,CHICAGO,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
16980,60525,LaGrange,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
24620,37745,Tusculum,TN,"Greeneville, TN"
38300,15435,Fairbank,PA,"Pittsburgh, PA"
NULL,75446,Honey Grove,TX,NULL
37100,93044,Port Hueneme,CA,"Oxnard-Thousand Oaks-Ventura, CA"
NULL,48740,Harrisville,MI,NULL
NULL,09080,Apo,AE,NULL
NULL,16943,Sabinsville,PA,NULL
17820,80970,Colorado Spgs,CO,"Colorado Springs, CO"
40060,23801,Petersburg,VA,"Richmond, VA"
45940,08560,Ewing,NJ,"Trenton-Princeton, NJ"
